12-04 16:38:51.938 [DEBUG] [          o.h.v.i.e.ValidatorFactoryImpl:578] - HV000234: Using org.hibernate.validator.messageinterpolation.ResourceBundleMessageInterpolator as ValidatorFactory-scoped message interpolator.
12-04 16:38:52.195 [DEBUG] [    o.s.b.f.s.DefaultListableBeanFactory:213] - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
12-04 16:38:52.270 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: file [D:\JavaProject\appserver\target\classes\com\chrisyoung\appserver\configuration\Swagger2.class]
12-04 16:38:52.280 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: file [D:\JavaProject\appserver\target\classes\com\chrisyoung\appserver\configuration\WebSecurityConfig.class]
12-04 16:38:52.290 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: file [D:\JavaProject\appserver\target\classes\com\chrisyoung\appserver\controller\MsgController.class]
12-04 16:38:52.290 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: file [D:\JavaProject\appserver\target\classes\com\chrisyoung\appserver\controller\UserController.class]
12-04 16:38:52.300 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:443] - Ignored because not a concrete top-level class: file [D:\JavaProject\appserver\target\classes\com\chrisyoung\appserver\dao\AppUserDao.class]
12-04 16:38:52.300 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:443] - Ignored because not a concrete top-level class: file [D:\JavaProject\appserver\target\classes\com\chrisyoung\appserver\dao\BillDao.class]
12-04 16:38:52.300 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:443] - Ignored because not a concrete top-level class: file [D:\JavaProject\appserver\target\classes\com\chrisyoung\appserver\dao\RecordDao.class]
12-04 16:38:52.308 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:443] - Ignored because not a concrete top-level class: file [D:\JavaProject\appserver\target\classes\com\chrisyoung\appserver\dao\UserAuthsDao.class]
12-04 16:38:52.308 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: file [D:\JavaProject\appserver\target\classes\com\chrisyoung\appserver\service\impl\BillService.class]
12-04 16:38:52.308 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: file [D:\JavaProject\appserver\target\classes\com\chrisyoung\appserver\service\impl\MsgService.class]
12-04 16:38:52.308 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: file [D:\JavaProject\appserver\target\classes\com\chrisyoung\appserver\service\impl\RecordService.class]
12-04 16:38:52.308 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: file [D:\JavaProject\appserver\target\classes\com\chrisyoung\appserver\service\impl\SychronizeDataService.class]
12-04 16:38:52.308 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: file [D:\JavaProject\appserver\target\classes\com\chrisyoung\appserver\service\impl\UserService.class]
12-04 16:38:52.308 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: file [D:\JavaProject\appserver\target\classes\com\chrisyoung\appserver\utils\AliyunMessageUtil.class]
12-04 16:38:52.308 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: file [D:\JavaProject\appserver\target\classes\com\chrisyoung\appserver\utils\JWTUtil.class]
12-04 16:38:52.320 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-swagger2/2.2.2/springfox-swagger2-2.2.2.jar!/springfox/documentation/swagger2/readers/parameter/ParameterNameReader.class]
12-04 16:38:52.320 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-swagger2/2.2.2/springfox-swagger2-2.2.2.jar!/springfox/documentation/swagger2/web/Swagger2Controller.class]
12-04 16:38:52.330 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-swagger2/2.2.2/springfox-swagger2-2.2.2.jar!/springfox/documentation/swagger2/mappers/LicenseMapperImpl.class]
12-04 16:38:52.330 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-swagger2/2.2.2/springfox-swagger2-2.2.2.jar!/springfox/documentation/swagger2/mappers/ModelMapperImpl.class]
12-04 16:38:52.330 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-swagger2/2.2.2/springfox-swagger2-2.2.2.jar!/springfox/documentation/swagger2/mappers/ParameterMapperImpl.class]
12-04 16:38:52.330 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-swagger2/2.2.2/springfox-swagger2-2.2.2.jar!/springfox/documentation/swagger2/mappers/SecurityMapperImpl.class]
12-04 16:38:52.341 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-swagger2/2.2.2/springfox-swagger2-2.2.2.jar!/springfox/documentation/swagger2/mappers/ServiceModelToSwagger2MapperImpl.class]
12-04 16:38:52.341 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-swagger2/2.2.2/springfox-swagger2-2.2.2.jar!/springfox/documentation/swagger2/mappers/VendorExtensionsMapperImpl.class]
12-04 16:38:52.351 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/scanners/ApiDescriptionLookup.class]
12-04 16:38:52.359 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/scanners/ApiDescriptionReader.class]
12-04 16:38:52.359 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/scanners/ApiDocumentationScanner.class]
12-04 16:38:52.359 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/scanners/ApiListingReferenceScanner.class]
12-04 16:38:52.361 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/scanners/ApiListingScanner.class]
12-04 16:38:52.361 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/scanners/ApiModelReader.class]
12-04 16:38:52.361 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/scanners/MediaTypeReader.class]
12-04 16:38:52.361 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/ApiOperationReader.class]
12-04 16:38:52.361 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/CachingOperationNameGenerator.class]
12-04 16:38:52.361 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/DefaultOperationReader.class]
12-04 16:38:52.361 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/DefaultTagsProvider.class]
12-04 16:38:52.369 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/OperationDeprecatedReader.class]
12-04 16:38:52.369 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/OperationModelsProvider.class]
12-04 16:38:52.369 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/OperationParameterReader.class]
12-04 16:38:52.369 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/OperationParameterRequestConditionReader.class]
12-04 16:38:52.369 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/OperationResponseClassReader.class]
12-04 16:38:52.369 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/OperationTagsReader.class]
12-04 16:38:52.369 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/ResponseMessagesReader.class]
12-04 16:38:52.369 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/parameter/ExpandedParameterBuilder.class]
12-04 16:38:52.379 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/parameter/ModelAttributeParameterExpander.class]
12-04 16:38:52.379 [DEBUG] [  o.s.c.a.ClassPathBeanDefinitionScanner:437] - Identified candidate component class: URL [jar:file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/parameter/ParameterDataTypeReader.class]
